scheme,department,state,district,fy,allocation_cr,released_cr,spent_cr,beneficiaries,utilisation_pct
PM POSHAN,Education,Rajasthan,Jaipur,2024-25,1100.94,855.02,662.64,105360,60.2
PM POSHAN,Education,Rajasthan,Jaipur,2025-26,1533.68,1246.65,874.37,162633,57
PM POSHAN,Education,Karnataka,Mysuru,2019-20,175.25,161.09,126.14,81613,72
PM POSHAN,Education,Karnataka,Mysuru,2020-21,180.15,120.73,85.64,71081,47.5
PM POSHAN,Education,Karnataka,Mysuru,2021-22,197.58,146.18,124.07,27171,62.8
PM POSHAN,Education,Karnataka,Mysuru,2022-23,231.03,167.08,132.93,65402,57.5
PM POSHAN,Education,Karnataka,Mysuru,2023-24,277.26,236.45,161.73,48357,58.3
PM POSHAN,Education,Karnataka,Mysuru,2024-25,354.4,322.85,322.85,281525,91.1
PM POSHAN,Education,Karnataka,Mysuru,2025-26,509.94,473.02,432.54,96456,84.8
PM POSHAN,Education,Bihar,Muzaffarpur,2019-20,621.77,499.85,447.2,149812,71.9
PM POSHAN,Education,Bihar,Muzaffarpur,2020-21,694.64,426.13,349.12,250668,50.3
PM POSHAN,Education,Bihar,Muzaffarpur,2021-22,778.59,640.31,525.99,90996,67.6
PM POSHAN,Education,Bihar,Muzaffarpur,2022-23,894.4,772.42,453.11,207071,50.7
PM POSHAN,Education,Bihar,Muzaffarpur,2023-24,1105.98,997.09,976.59,747091,88.3
PM POSHAN,Education,Bihar,Muzaffarpur,2024-25,1406.92,1143.19,799.22,652164,56.8
PM POSHAN,Education,Bihar,Muzaffarpur,2025-26,1955.51,1540.57,833.38,591700,42.6
PM POSHAN,Education,Kerala,Ernakulam,2019-20,131.91,120.9,92.85,81801,70.4
PM POSHAN,Education,Kerala,Ernakulam,2020-21,144.97,80.86,60.29,44916,41.6
PM POSHAN,Education,Kerala,Ernakulam,2021-22,157.86,138.96,102.16,85201,64.7
PM POSHAN,Education,Kerala,Ernakulam,2022-23,182.07,171.42,129.97,90589,71.4
PM POSHAN,Education,Kerala,Ernakulam,2023-24,239.31,200.13,154.23,118140,64.4
PM POSHAN,Education,Kerala,Ernakulam,2024-25,319.47,271.68,216.64,173529,67.8
PM POSHAN,Education,Kerala,Ernakulam,2025-26,458.57,355.41,209.99,187941,45.8
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2019-20,277.75,217.15,165.93,67036,59.7
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2020-21,279.56,148.81,140.98,93611,50.4
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2021-22,307.74,288.18,205.63,113097,66.8
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2022-23,385.4,385.4,359.06,141111,93.2
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2023-24,489.12,363.12,317.86,93451,65
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2024-25,658.8,514.65,441.42,381387,67
National Clean Air Programme,Environment & Climate,Karnataka,Mysuru,2025-26,925.05,670.28,507.58,192373,54.9
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2019-20,636.06,544.61,514.55,159511,80.9
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2020-21,649.2,519.17,447.26,384644,68.9
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2021-22,737.87,638.37,467.89,408000,63.4
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2022-23,850.43,703.1,660.24,268718,77.6
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2023-24,1058.11,910.58,857.92,272819,81.1
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2024-25,1386.83,1268.91,964.89,342536,69.6
National Clean Air Programme,Environment & Climate,Rajasthan,Jodhpur,2025-26,1932.49,1731.21,1450.13,236371,75
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2019-20,746.14,652.06,518.29,163261,69.5
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2020-21,833.69,531.97,472.71,100687,56.7
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2021-22,850.75,756.21,586.99,244775,69
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2022-23,961.07,873.35,682.23,473468,71
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2023-24,1269.11,1104.79,897.21,527559,70.7
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2024-25,1751.53,1467.61,1310.7,713021,74.8
National Clean Air Programme,Environment & Climate,Andhra Pradesh,Visakhapatnam,2025-26,2322.16,2204.78,1819.64,522237,78.4
National Clean Air Programme,Environment & Climate,Bihar,Patna,2019-20,533.32,491.85,364.07,195506,68.3
National Clean Air Programme,Environment & Climate,Bihar,Patna,2020-21,506.32,382.04,294.18,112965,58.1
National Clean Air Programme,Environment & Climate,Bihar,Patna,2021-22,564.61,498.8,451.93,101684,80
National Clean Air Programme,Environment & Climate,Bihar,Patna,2022-23,628.47,456.41,344.02,228085,54.7
National Clean Air Programme,Environment & Climate,Bihar,Patna,2023-24,838.16,797.66,654.29,472397,78.1
National Clean Air Programme,Environment & Climate,Bihar,Patna,2024-25,1128.66,981.92,885.87,623652,78.5
National Clean Air Programme,Environment & Climate,Bihar,Patna,2025-26,1573.57,1376.03,903.56,380399,57.4
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2019-20,513.59,374.19,347.26,65285,67.6
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2020-21,536.03,293.9,234.3,140111,43.7
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2021-22,618.01,596.8,448.61,106769,72.6
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2022-23,753.03,721.91,593.38,452156,78.8
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2023-24,952.24,893.41,672.33,600391,70.6
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2024-25,1174.49,1101.95,758.73,404403,64.6
National Clean Air Programme,Environment & Climate,Karnataka,Belagavi,2025-26,1592.06,1458.05,1071.93,442707,67.3
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2019-20,260.1,232.16,227.39,106873,87.4
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2020-21,281.45,173.34,134.73,83533,47.9
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2021-22,322.3,319.42,269.04,183485,83.5
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2022-23,360.72,352.59,302.68,63563,83.9
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2023-24,469.89,415.81,324.94,181317,69.2
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2024-25,567.14,520.26,399.49,211330,70.4
National Clean Air Programme,Environment & Climate,Uttar Pradesh,Kanpur Nagar,2025-26,796.93,661.07,450.76,292543,56.6
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2019-20,305.55,230.34,178.55,127306,58.4
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2020-21,337.58,259.7,193.39,67300,57.3
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2021-22,409.13,344.69,252.77,33618,61.8
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2022-23,502.44,412.38,381.79,216475,76
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2023-24,666.48,545.75,545.75,293068,81.9
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2024-25,816.6,720.41,720.41,368130,88.2
National Clean Air Programme,Environment & Climate,Gujarat,Rajkot,2025-26,1140.9,1061.7,1027.88,658871,90.1
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2019-20,344.28,224.22,224.22,142604,65.1
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2020-21,367.13,244.44,199.91,145335,54.5
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2021-22,411.75,337.24,210.93,98504,51.2
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2022-23,476.94,430.62,404.47,152485,84.8
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2023-24,578.9,501.79,375.82,331097,64.9
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2024-25,787.38,713.05,710.86,430070,90.3
National Clean Air Programme,Environment & Climate,Assam,Guwahati,2025-26,1070.09,916.4,854.53,155524,79.9
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2019-20,722.32,549.36,537.88,311970,74.5
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2020-21,773.16,487.4,464.43,404983,60.1
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2021-22,906.82,842.99,601.23,425671,66.3
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2022-23,1070.56,792.56,607.57,143387,56.8
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2023-24,1230.75,857.57,507.05,87720,41.2
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2024-25,1513.67,1373.59,937.31,140597,61.9
National Clean Air Programme,Environment & Climate,Jharkhand,Dhanbad,2025-26,2018.72,1531.65,1308.08,491838,64.8
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2019-20,408.64,343.81,244.44,164753,59.8
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2020-21,422.36,321.29,240.68,205059,57
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2021-22,483.43,400.99,386.96,74683,80
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2022-23,604.19,434.35,295.49,124992,48.9
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2023-24,733.71,619.04,544.58,410613,74.2
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2024-25,977.77,882.07,806.1,437712,82.4
National Clean Air Programme,Environment & Climate,Maharashtra,Pune,2025-26,1335.95,1083.01,736.35,94989,55.1
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2019-20,834.51,671.76,603.48,426660,72.3
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2020-21,928.33,492.95,420.48,86619,45.3
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2021-22,1061.52,938.23,858.39,263526,80.9
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2022-23,1266.64,993.66,828.39,712415,65.4
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2023-24,1648.34,1417.2,985.97,842018,59.8
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2024-25,2099.65,1715.77,1472.36,181100,70.1
National Clean Air Programme,Environment & Climate,Gujarat,Surat,2025-26,2774.77,2303.82,1735.32,1053339,62.5
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2019-20,229.68,198.59,178,68352,77.5
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2020-21,256.43,182.43,156,109044,60.8
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2021-22,302.8,260.07,260.07,52534,85.9
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2022-23,356.41,291.2,217.98,159343,61.2
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2023-24,433.13,385.66,259.9,183749,60
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2024-25,578.92,529.74,529.74,417965,91.5
National Clean Air Programme,Environment & Climate,Maharashtra,Aurangabad,2025-26,838.82,519.7,362.08,61192,43.2
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2019-20,664.69,590.83,544.19,173052,81.9
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2020-21,760.67,535.91,355.41,230306,46.7
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2021-22,889.15,757.74,578.85,409826,65.1
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2022-23,1011.05,858.58,745.29,236257,73.7
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2023-24,1240.2,1171.67,944.14,480567,76.1
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2024-25,1635.37,1505.42,686.81,559063,42
Mission Shakti,Women & Child Development,Gujarat,Ahmedabad,2025-26,2104.6,1857.94,1857.94,1116622,88.3
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2019-20,798.42,505.94,460.57,334374,57.7
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2020-21,863.81,594.06,594.06,367723,68.8
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2021-22,969.98,824.51,823.24,296366,84.9
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2022-23,1118.81,1029.2,784.41,374948,70.1
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2023-24,1360.13,1235.51,876.17,172605,64.4
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2024-25,1830.91,1504.75,1125.78,431174,61.5
Mission Shakti,Women & Child Development,Karnataka,Mysuru,2025-26,2562.28,2324.91,2222.24,1835570,86.7
Mission Shakti,Women & Child Development,Bihar,Gaya,2019-20,565.14,484.42,440.23,293193,77.9
Mission Shakti,Women & Child Development,Bihar,Gaya,2020-21,552.03,454,392.37,66311,71.1
Mission Shakti,Women & Child Development,Bihar,Gaya,2021-22,594.46,535.18,406.06,233078,68.3
Mission Shakti,Women & Child Development,Bihar,Gaya,2022-23,685.82,513.87,400.42,316732,58.4
Mission Shakti,Women & Child Development,Bihar,Gaya,2023-24,758.07,666.62,582.03,80902,76.8
Mission Shakti,Women & Child Development,Bihar,Gaya,2024-25,965.91,855.57,673.68,496502,69.7
Mission Shakti,Women & Child Development,Bihar,Gaya,2025-26,1262.65,1262.65,1029.85,410910,81.6
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2019-20,561.87,519.19,333.13,196880,59.3
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2020-21,626.15,459.09,408.21,279624,65.2
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2021-22,701.67,644.92,486.19,395759,69.3
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2022-23,818.95,818.95,780.96,520119,95.4
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2023-24,870.03,763.53,698.81,396225,80.3
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2024-25,1159.63,854.39,780.64,575332,67.3
Mission Shakti,Women & Child Development,Gujarat,Rajkot,2025-26,1575.01,1341.41,1222.26,872694,77.6
Mission Shakti,Women & Child Development,Gujarat,Surat,2019-20,746.12,609.61,438.47,273167,58.8
Mission Shakti,Women & Child Development,Gujarat,Surat,2020-21,769.56,556.59,452.83,103698,58.8
Mission Shakti,Women & Child Development,Gujarat,Surat,2021-22,912.15,893.64,692.85,423331,76
Mission Shakti,Women & Child Development,Gujarat,Surat,2022-23,1100.02,1047.17,748.09,389755,68
Mission Shakti,Women & Child Development,Gujarat,Surat,2023-24,1331.17,1331.17,1274.33,786262,95.7
Mission Shakti,Women & Child Development,Gujarat,Surat,2024-25,1746.27,1394.34,1059.93,898821,60.7
Mission Shakti,Women & Child Development,Gujarat,Surat,2025-26,2293.39,1704.55,1434.95,552456,62.6
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2019-20,208.62,204.74,168.94,35140,81
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2020-21,204.78,86.01,59.48,41220,29
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2021-22,223.83,174.75,173.43,47867,77.5
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2022-23,245.39,240.04,204.28,154231,83.2
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2023-24,295.16,258.07,238.56,88744,80.8
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2024-25,394.13,366.82,366.82,203218,93.1
Mission Shakti,Women & Child Development,Karnataka,Bengaluru Urban,2025-26,526.98,383,314.02,259381,59.6
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2019-20,625.25,526.85,352.63,166441,56.4
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2020-21,686.74,406.67,401.97,83610,58.5
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2021-22,749.11,541.8,541.8,155497,72.3
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2022-23,914.95,745.12,456.54,409516,49.9
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2023-24,1097.1,964.58,808.68,515129,73.7
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2024-25,1418.7,1418.7,1347.25,1026605,95
Mission Shakti,Women & Child Development,Rajasthan,Udaipur,2025-26,1980.31,1742.5,1378.55,311552,69.6
Mission Shakti,Women & Child Development,Assam,Guwahati,2019-20,141.34,120.16,62.29,26473,44.1
Mission Shakti,Women & Child Development,Assam,Guwahati,2020-21,144.67,106.22,91.94,67576,63.6
Mission Shakti,Women & Child Development,Assam,Guwahati,2021-22,157.46,99.28,77.81,67072,49.4
Mission Shakti,Women & Child Development,Assam,Guwahati,2022-23,191.7,121.44,94.36,26232,49.2
Mission Shakti,Women & Child Development,Assam,Guwahati,2023-24,239.84,186.45,166.03,26897,69.2
Mission Shakti,Women & Child Development,Assam,Guwahati,2024-25,310.23,283.72,217.9,61884,70.2
Mission Shakti,Women & Child Development,Assam,Guwahati,2025-26,411.85,385.16,278.58,215621,67.6
Mission Shakti,Women & Child Development,Odisha,Cuttack,2019-20,368.66,331.8,317.45,143170,86.1
Mission Shakti,Women & Child Development,Odisha,Cuttack,2020-21,370.27,300.18,263.24,96872,71.1
Mission Shakti,Women & Child Development,Odisha,Cuttack,2021-22,415.87,415.87,415.87,167596,100
Mission Shakti,Women & Child Development,Odisha,Cuttack,2022-23,491.12,429.59,411.68,53518,83.8
Mission Shakti,Women & Child Development,Odisha,Cuttack,2023-24,614.75,516.89,460.96,242004,75
Mission Shakti,Women & Child Development,Odisha,Cuttack,2024-25,806.9,781.83,739.84,355123,91.7
Mission Shakti,Women & Child Development,Odisha,Cuttack,2025-26,1067.2,950.32,908.53,443363,85.1
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2019-20,437.9,305.66,224.78,177576,51.3
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2020-21,464.68,339.94,294.28,203053,63.3
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2021-22,524.36,524.36,388.73,62974,74.1
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2022-23,652.53,513.5,487.18,197308,74.7
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2023-24,817.29,770.41,463.25,369674,56.7
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2024-25,1057.74,894.23,500.9,156281,47.4
Mission Shakti,Women & Child Development,Kerala,Thiruvananthapuram,2025-26,1410.78,1155.45,869.63,643526,61.6
Mission Shakti,Women & Child Development,Maharashtra,Pune,2019-20,247.4,192.89,125.97,45601,50.9
Mission Shakti,Women & Child Development,Maharashtra,Pune,2020-21,268.56,201.45,154.75,30641,57.6
Mission Shakti,Women & Child Development,Maharashtra,Pune,2021-22,308.63,300.26,236.32,69005,76.6
Mission Shakti,Women & Child Development,Maharashtra,Pune,2022-23,357.8,326.66,201.81,127544,56.4
Mission Shakti,Women & Child Development,Maharashtra,Pune,2023-24,468.54,336.87,263.5,88009,56.2
Mission Shakti,Women & Child Development,Maharashtra,Pune,2024-25,619.46,619.46,551.63,248234,89.1
Mission Shakti,Women & Child Development,Maharashtra,Pune,2025-26,884.32,617.2,534.99,151937,60.5
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2019-20,712.67,595.01,442.33,336613,62.1
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2020-21,788.91,557.74,468.89,211001,59.4
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2021-22,907.58,796.26,720.36,350095,79.4
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2022-23,1188,1014.29,949.43,667449,79.9
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2023-24,1524.82,1323.79,782.21,535814,51.3
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2024-25,1929.04,1670.17,1403.36,794302,72.7
Mission Shakti,Women & Child Development,Tamil Nadu,Tiruchirappalli,2025-26,2519.57,2176.11,1868.66,396156,74.2
MGNREGS,Rural Development,Maharashtra,Aurangabad,2019-20,848.93,697.43,697.43,147158,82.2
MGNREGS,Rural Development,Maharashtra,Aurangabad,2020-21,989.73,543.58,462.28,168732,46.7
MGNREGS,Rural Development,Maharashtra,Aurangabad,2021-22,1109.69,767.55,500.12,335581,45.1
MGNREGS,Rural Development,Maharashtra,Aurangabad,2022-23,1403.41,1173.97,740.97,615746,52.8
MGNREGS,Rural Development,Maharashtra,Aurangabad,2023-24,1796.82,1477.33,1477.33,314671,82.2
MGNREGS,Rural Development,Maharashtra,Aurangabad,2024-25,2289.5,2087.73,1891.59,1507597,82.6
MGNREGS,Rural Development,Maharashtra,Aurangabad,2025-26,3117.56,3085.96,2013.82,1214333,64.6
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2019-20,665,604.02,527.75,238543,79.4
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2020-21,721.03,556.79,446.99,354910,62
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2021-22,827.21,739.71,635.07,256568,76.8
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2022-23,983.49,836.07,836.07,312690,85
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2023-24,1262.71,1163.63,845.54,373729,67
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2024-25,1634.76,1277.46,1277.46,738372,78.1
MGNREGS,Rural Development,Tamil Nadu,Tiruchirappalli,2025-26,2266.9,2049.64,1554.19,1140775,68.6
MGNREGS,Rural Development,Rajasthan,Jaipur,2019-20,267.24,216.84,204.81,27035,76.6
MGNREGS,Rural Development,Rajasthan,Jaipur,2020-21,287.86,166.28,114.11,98020,39.6
MGNREGS,Rural Development,Rajasthan,Jaipur,2021-22,318.39,243.88,164.4,62143,51.6
MGNREGS,Rural Development,Rajasthan,Jaipur,2022-23,353.2,353.2,278.37,46209,78.8
MGNREGS,Rural Development,Rajasthan,Jaipur,2023-24,428.04,301.23,277.4,127604,64.8
MGNREGS,Rural Development,Rajasthan,Jaipur,2024-25,559.77,439.98,281.64,83365,50.3
MGNREGS,Rural Development,Rajasthan,Jaipur,2025-26,745.2,602.78,602.78,263415,80.9
MGNREGS,Rural Development,Gujarat,Ahmedabad,2019-20,705.11,557.57,517.82,137222,73.4
MGNREGS,Rural Development,Gujarat,Ahmedabad,2020-21,760.5,554.08,415.44,54007,54.6
MGNREGS,Rural Development,Gujarat,Ahmedabad,2021-22,893.84,802.42,528.94,398821,59.2
MGNREGS,Rural Development,Gujarat,Ahmedabad,2022-23,1129.21,782.92,734.37,546371,65
MGNREGS,Rural Development,Gujarat,Ahmedabad,2023-24,1373.47,1216.38,871.04,191629,63.4
MGNREGS,Rural Development,Gujarat,Ahmedabad,2024-25,1771.08,1682.28,1348.43,902100,76.1
MGNREGS,Rural Development,Gujarat,Ahmedabad,2025-26,2386.61,2037.58,1298.65,728543,54.4
MGNREGS,Rural Development,Assam,Dibrugarh,2019-20,412.62,388.58,364.61,84225,88.4
MGNREGS,Rural Development,Assam,Dibrugarh,2020-21,383.09,183.44,163.49,146324,42.7
MGNREGS,Rural Development,Assam,Dibrugarh,2021-22,441.51,383.96,285.41,173815,64.6
MGNREGS,Rural Development,Assam,Dibrugarh,2022-23,542.28,480.76,466.3,307758,86
MGNREGS,Rural Development,Assam,Dibrugarh,2023-24,664.75,547.12,332.42,154908,50
MGNREGS,Rural Development,Assam,Dibrugarh,2024-25,838.49,731.04,674.36,316949,80.4
MGNREGS,Rural Development,Assam,Dibrugarh,2025-26,1112.51,950.3,914.18,717631,82.2
MGNREGS,Rural Development,Kerala,Ernakulam,2019-20,651.54,551.26,488.59,213025,75
MGNREGS,Rural Development,Kerala,Ernakulam,2020-21,693.37,403.24,332.96,152496,48
MGNREGS,Rural Development,Kerala,Ernakulam,2021-22,764.83,643.47,567.73,200409,74.2
MGNREGS,Rural Development,Kerala,Ernakulam,2022-23,947.9,876.79,650.74,528401,68.7
MGNREGS,Rural Development,Kerala,Ernakulam,2023-24,1099.04,914.43,725.66,409272,66
MGNREGS,Rural Development,Kerala,Ernakulam,2024-25,1401.07,1203.64,904.98,276019,64.6
MGNREGS,Rural Development,Kerala,Ernakulam,2025-26,1919.33,1527.53,1527.53,1110514,79.6
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2019-20,109.98,81.65,57.9,17254,52.6
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2020-21,116.7,65.69,54.48,18251,46.7
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2021-22,130.15,116.63,94.35,66422,72.5
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2022-23,157.88,121.32,121.32,23051,76.8
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2023-24,186.6,183.59,133.19,20778,71.4
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2024-25,248.93,232.2,226.43,184314,91
MGNREGS,Rural Development,Uttar Pradesh,Gorakhpur,2025-26,312.9,279.29,232.06,167547,74.2
MGNREGS,Rural Development,Maharashtra,Nashik,2019-20,391.31,313.06,308.14,201215,78.7
MGNREGS,Rural Development,Maharashtra,Nashik,2020-21,383.41,238.53,201.91,126799,52.7
MGNREGS,Rural Development,Maharashtra,Nashik,2021-22,444.67,322.87,262.29,168915,59
MGNREGS,Rural Development,Maharashtra,Nashik,2022-23,509.7,357.21,254.02,172226,49.8
MGNREGS,Rural Development,Maharashtra,Nashik,2023-24,654.38,529.31,521.53,255028,79.7
MGNREGS,Rural Development,Maharashtra,Nashik,2024-25,898,884.42,531.19,300122,59.2
MGNREGS,Rural Development,Maharashtra,Nashik,2025-26,1233.12,902.31,622.41,253321,50.5
MGNREGS,Rural Development,Rajasthan,Jodhpur,2019-20,314.21,280.58,264.85,159440,84.3
MGNREGS,Rural Development,Rajasthan,Jodhpur,2020-21,345.67,244.45,183.98,118851,53.2
MGNREGS,Rural Development,Rajasthan,Jodhpur,2021-22,391.5,332.95,262.92,159855,67.2
MGNREGS,Rural Development,Rajasthan,Jodhpur,2022-23,469.07,385.18,287.01,163022,61.2
MGNREGS,Rural Development,Rajasthan,Jodhpur,2023-24,594.04,543.21,265.89,69929,44.8
MGNREGS,Rural Development,Rajasthan,Jodhpur,2024-25,769.02,575.54,505.67,449541,65.8
MGNREGS,Rural Development,Rajasthan,Jodhpur,2025-26,1106.49,1106.49,905.42,157543,81.8
MGNREGS,Rural Development,Odisha,Ganjam,2019-20,451.68,392.07,392.07,267392,86.8
MGNREGS,Rural Development,Odisha,Ganjam,2020-21,477.91,350.43,234.68,183754,49.1
MGNREGS,Rural Development,Odisha,Ganjam,2021-22,532.67,391.9,368.07,242190,69.1
MGNREGS,Rural Development,Odisha,Ganjam,2022-23,639.75,538.34,481.71,257233,75.3
MGNREGS,Rural Development,Odisha,Ganjam,2023-24,753.06,591.53,591.53,434775,78.6
MGNREGS,Rural Development,Odisha,Ganjam,2024-25,968.5,876.02,747.75,193667,77.2
MGNREGS,Rural Development,Odisha,Ganjam,2025-26,1265.53,1037.52,942.98,337587,74.5
MGNREGS,Rural Development,Gujarat,Surat,2019-20,431.18,368.42,312.17,161704,72.4
MGNREGS,Rural Development,Gujarat,Surat,2020-21,479.61,215.23,170.76,57034,35.6
MGNREGS,Rural Development,Gujarat,Surat,2021-22,517.88,343.72,260.13,74397,50.2
